source_category,backend,study_dir,combo,support,generalization_status,comparison_generalization_status,effective_condition_number,drivers,primary_driver,matrix_path,metrics_path,abs_heatmap_path,signed_heatmap_path,heatmap_status
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state | window_summary_response | ols_affine | pooled,partial,not_generalized,not_generalized,17205387.94259936,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state__window_summary_response__pooled/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state__window_summary_response__pooled/ols_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state | window_summary_response | ols_affine | stratified,partial,not_generalized,not_generalized,3747974.1805103584,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state__window_summary_response__stratified/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state__window_summary_response__stratified/ols_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state | window_summary_response | ridge_affine | pooled,partial,not_generalized,not_generalized,17205387.94259936,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state__window_summary_response__pooled/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state__window_summary_response__pooled/ridge_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state | window_summary_response | ridge_affine | stratified,partial,not_generalized,not_generalized,3747974.1805103584,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state__window_summary_response__stratified/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state__window_summary_response__stratified/ridge_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | delta_state | lasso_affine | pooled,unsupported,not_generalized,not_generalized,898540353.8492334,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__delta_state__pooled/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__delta_state__pooled/lasso_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | delta_state | lasso_affine | stratified,unsupported,not_generalized,not_generalized,256798102.007528,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__delta_state__stratified/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__delta_state__stratified/lasso_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | delta_state | ols_affine | pooled,unsupported,not_generalized,not_generalized,898540353.8492334,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__delta_state__pooled/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__delta_state__pooled/ols_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | delta_state | ols_affine | stratified,unsupported,not_generalized,not_generalized,256798102.007528,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__delta_state__stratified/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__delta_state__stratified/ols_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | delta_state | ridge_affine | pooled,unsupported,not_generalized,not_generalized,898540353.8492334,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__delta_state__pooled/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__delta_state__pooled/ridge_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | delta_state | ridge_affine | stratified,unsupported,not_generalized,not_generalized,256798102.007528,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__delta_state__stratified/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__delta_state__stratified/ridge_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | future_state_horizon | lasso_affine | pooled,partial,not_generalized,not_generalized,898540353.8492334,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__future_state_horizon__pooled/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__future_state_horizon__pooled/lasso_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | future_state_horizon | lasso_affine | stratified,partial,not_generalized,not_generalized,256798102.007528,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__future_state_horizon__stratified/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__future_state_horizon__stratified/lasso_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | future_state_horizon | ols_affine | pooled,partial,not_generalized,not_generalized,898540353.8492334,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__future_state_horizon__pooled/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__future_state_horizon__pooled/ols_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | future_state_horizon | ols_affine | stratified,partial,not_generalized,not_generalized,256798102.007528,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__future_state_horizon__stratified/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__future_state_horizon__stratified/ols_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | future_state_horizon | ridge_affine | pooled,partial,not_generalized,not_generalized,898540353.8492334,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__future_state_horizon__pooled/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__future_state_horizon__pooled/ridge_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | future_state_horizon | ridge_affine | stratified,partial,not_generalized,not_generalized,256798102.007528,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__future_state_horizon__stratified/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__future_state_horizon__stratified/ridge_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | next_raw_state | lasso_affine | pooled,partial,not_generalized,not_generalized,898540353.8492334,feature_collinearity; mode_mixture,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__next_raw_state__pooled/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__next_raw_state__pooled/lasso_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | next_raw_state | lasso_affine | stratified,partial,not_generalized,not_generalized,256798102.007528,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__next_raw_state__stratified/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__next_raw_state__stratified/lasso_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | next_raw_state | ols_affine | pooled,partial,not_generalized,not_generalized,898540353.8492334,feature_collinearity; mode_mixture,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__next_raw_state__pooled/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__next_raw_state__pooled/ols_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | next_raw_state | ols_affine | stratified,partial,not_generalized,not_generalized,256798102.007528,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__next_raw_state__stratified/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__next_raw_state__stratified/ols_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | next_raw_state | ridge_affine | pooled,partial,not_generalized,not_generalized,898540353.8492334,feature_collinearity; mode_mixture,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__next_raw_state__pooled/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__next_raw_state__pooled/ridge_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | next_raw_state | ridge_affine | stratified,partial,not_generalized,not_generalized,256798102.007528,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__next_raw_state__stratified/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__next_raw_state__stratified/ridge_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | selected_state_subset | lasso_affine | pooled,partial,not_generalized,not_generalized,898540353.8492334,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__selected_state_subset__pooled/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__selected_state_subset__pooled/lasso_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | selected_state_subset | lasso_affine | stratified,partial,not_generalized,not_generalized,256798102.007528,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__selected_state_subset__stratified/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__selected_state_subset__stratified/lasso_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | selected_state_subset | ols_affine | pooled,partial,not_generalized,not_generalized,898540353.8492334,feature_collinearity; mode_mixture,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__selected_state_subset__pooled/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__selected_state_subset__pooled/ols_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | selected_state_subset | ols_affine | stratified,partial,not_generalized,not_generalized,256798102.007528,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__selected_state_subset__stratified/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__selected_state_subset__stratified/ols_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | selected_state_subset | ridge_affine | pooled,partial,not_generalized,not_generalized,898540353.8492334,feature_collinearity; mode_mixture,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__selected_state_subset__pooled/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__selected_state_subset__pooled/ridge_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | selected_state_subset | ridge_affine | stratified,partial,not_generalized,not_generalized,256798102.007528,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__selected_state_subset__stratified/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__selected_state_subset__stratified/ridge_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | window_summary_response | lasso_affine | pooled,partial,not_generalized,not_generalized,898540353.8492334,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__window_summary_response__pooled/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__window_summary_response__pooled/lasso_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | window_summary_response | lasso_affine | stratified,partial,not_generalized,not_generalized,256798102.007528,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__window_summary_response__stratified/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__window_summary_response__stratified/lasso_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | window_summary_response | ols_affine | pooled,partial,not_generalized,not_generalized,898540353.8492334,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__window_summary_response__pooled/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__window_summary_response__pooled/ols_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | window_summary_response | ols_affine | stratified,partial,not_generalized,not_generalized,256798102.007528,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__window_summary_response__stratified/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__window_summary_response__stratified/ols_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | window_summary_response | ridge_affine | pooled,partial,not_generalized,not_generalized,898540353.8492334,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__window_summary_response__pooled/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__window_summary_response__pooled/ridge_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state_history | window_summary_response | ridge_affine | stratified,partial,not_generalized,not_generalized,256798102.007528,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__window_summary_response__stratified/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state_history__window_summary_response__stratified/ridge_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,full_augmented | delta_state | lasso_affine | pooled,unsupported,not_generalized,not_generalized,1060548730.8719335,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/full_augmented__delta_state__pooled/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/full_augmented__delta_state__pooled/lasso_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,full_augmented | delta_state | lasso_affine | stratified,unsupported,not_generalized,not_generalized,256980471.96573228,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/full_augmented__delta_state__stratified/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/full_augmented__delta_state__stratified/lasso_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,full_augmented | delta_state | ols_affine | pooled,unsupported,not_generalized,not_generalized,1060548730.8719335,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/full_augmented__delta_state__pooled/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/full_augmented__delta_state__pooled/ols_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,full_augmented | delta_state | ols_affine | stratified,unsupported,not_generalized,not_generalized,256980471.96573228,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/full_augmented__delta_state__stratified/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/full_augmented__delta_state__stratified/ols_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,full_augmented | delta_state | ridge_affine | pooled,unsupported,not_generalized,not_generalized,1060548730.8719335,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/full_augmented__delta_state__pooled/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/full_augmented__delta_state__pooled/ridge_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,full_augmented | delta_state | ridge_affine | stratified,unsupported,not_generalized,not_generalized,256980471.96573228,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/full_augmented__delta_state__stratified/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/full_augmented__delta_state__stratified/ridge_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,full_augmented | future_state_horizon | lasso_affine | pooled,partial,not_generalized,not_generalized,1060548730.8719335,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/full_augmented__future_state_horizon__pooled/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/full_augmented__future_state_horizon__pooled/lasso_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,full_augmented | future_state_horizon | lasso_affine | stratified,partial,not_generalized,not_generalized,256980471.96573228,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/full_augmented__future_state_horizon__stratified/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/full_augmented__future_state_horizon__stratified/lasso_affine/metrics.json,,,missing
